Timestamp,در کدام محدوده سنی هستید؟,جنسیت,خودتون رو متعلق به کدوم استان می دونین؟ بچه کجایین؟ (:,استان محل کار,چند سال تجربه کار تمام وقت دارید؟,آخرین وضعیت تحصیلی,چه مدارک بین المللی ای اخذ کرده اید,چند ساعت در هفته برای یادگیری تکنولوژی‌ها، زبان ها و ... جدید وقت می گذارید؟,چند ساعت در هفته برای پروژه‌های غیرکاری ولی مرتبط با حوزه کاری خود (برنامه نویسی، وبلاگنویسی، گزارش باگ، ...) وقت می گذارید؟,در سه ماه گذشته چند کتاب خوانده اید؟,زبان‌های برنامه‌نویسی مورد استفاده شما در پروژه‌ها کدامند؟,به جز زبان‌های فعلی‌تان، دوست دارید با چه زبان برنامه ای نویسی کار کنید؟,دیتابیس‌های مورد استفاده,سیستم عامل رومیزی شما کدام است؟,سیستم عامل سرور مورد علاقه شما,و وقتی صحبت از تلفن همراه باشد...,در چه محیطی برنامه نویسی می‌کنید,تم آی دی ای,از چه سورس کنترلی استفاده می کنید؟,تب یا اسپیس؟,نوشیدنی‌های اصلی شما چیست؟,کدام‌ها در مورد شما صدق می‌کند,به طور معمول چند دیوایس دیجیتال با خودتان حمل می کنید (شامل لپ تاپ، پخش کننده موزیک، موبایل،‌ کتابخوان، ...),حوزه کاری شما چیست,نوع شرکت شما کدام است؟,تعداد مجموع کارمندان شرکت (در صورتی که انفرادی کار می کنید: 1),متوسط درآمد ماهیانه شما (به تومان),محل کار چه خدماتی بیشتر از حقوق ارائه می دهد,چگونه کار می کنید؟,شیوه کار شما کدام است؟,در صورتی که ساعتی کار می کنید، حقوق ساعتی شما چقدر است؟ (تومان),چقدر از کاری که انتخاب کرده اید راضی هستید؟,آیا نکته ای هست که بخواهید اضافه کنید؟ بنویسید...,تیپ ,تغییر در بدن؟,سبک موسیقی,وضعیت رابطه,از کدام تکنولوزی ها استفاده می کنید,سبک لباس
3/1/2016 11:03:52,۲۳ تا ۲۹,مرد,خراسان رضوی,خراسان رضوی,زیر یکسال,لیسانس,,بیشتر از چهارده ساعت,کمتر از دو ساعت,سه تا شش,"C++, C#, PHP, Javascript, SQL","Java, Ruby, Swift, Matlab",MS-SQL,Windows 8,"Windows Server 2012, Windows Server 2016, Linux RedHat, Linux Debian, Linux Ubuntu",Android,"ویژوال استودیو, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت)",تیره,گیت,اسپیس,"چای, آب","بیشتر از سه بار در هفته ورزش می کنم, در رابطه نیستم ولی دوست داشتم بودم",1,"توسعه دهنده دسکتاپ, توسعه دهنده فرانت اند",شرکت های پشتیبانی و دیگر خدمات نرم افزار,30,زیر یک میلیون,"قهوه،‌ چای و ... رایگان, پاداش بر اساس نتایج, بیمه",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,4,,,,,,,
3/1/2016 12:09:23,۲۳ تا ۲۹,زن,تهران,تهران,یک تا سه سال,لیسانس,"Network (CCNA, MCSE, MCITP, ...)",بیشتر از چهارده ساعت,کمتر از دو ساعت,هیچ,Javascript,"Python, Javascript",MS-SQL,Windows 8,Windows Server 2008,Android,ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت),روشن,استفاده نمی کنم,تب,"چای, قهوه",حداقل یک روز در میان دوش می گیرم,,توسعه دهنده فرانت اند,,10,زیر یک میلیون,,تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,,4,,,,,,,
3/1/2016 13:39:10,۲۳ تا ۲۹,مرد,فارس,فارس,زیر یکسال,در حال تحصیل در فوق لیسانس,,کمتر از دو ساعت,هفت تا چهارده ساعت,هیچ,"Java, C++, C#, Python, Javascript","Swift, Go","Postgresql, sqlite, MongoDB",Windows 7,Linux Debian,Android,"ویژوال استودیو, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), محصولات جت برین",روشن,گیت,اسپیس,"قهوه, نوشابه","در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم",2,"توسعه دهنده بک اند, توسعه دهنده موبایل, توسعه دهنده دسکتاپ, مدیر سیستم, مدیر دیتابیس, طراح, تحلیلگر",استارتاپ,5,زیر یک میلیون,قهوه،‌ چای و ... رایگان,نیمه وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,ساعتی کار نمی کنم,2,مشغولیات زندگی تو ایران نمیذاره آدم نفس بکشه بتونه برنامه بنویسه!,,,,,,
3/1/2016 14:00:25,۳۰ تا ۳۹,مرد,تهران,تهران,سه تا هفت سال,فوق لیسانس,"Network (CCNA, MCSE, MCITP, ...)",دو تا هفت ساعت,کمتر از دو ساعت,یک,"Python, SQL",C++,Oracle,Windows 8,Windows Server 2012,Android,Spyder,تیره,,تب,"چای, دمنوش‌های متنوع","سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم",2,Perfomance Manager in mobile operator,بخش آی تی شرکت های غیر نرم افزاری (مانند مخابراتی‌ها، بانک ها، ...),2000,پنج تا هفت میلیون,"ناهار رایگان, قهوه،‌ چای و ... رایگان, پاداش بر اساس نتایج, تلفن همراه, هزینه های تلفن همراه, بیمه, بیمه تکمیلی",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,4,,,,,,,
3/1/2016 14:15:45,۳۰ تا ۳۹,مرد,آذربایجان غربی,آذربایجان غربی,هفت تا پانزده سال,لیسانس,"DB (Oracle, ..)",دو تا هفت ساعت,کمتر از دو ساعت,دو یا سه,"Python, PHP, Delphi / Pascal, SQL",Java,"MS-SQL, MySQL/MariaDB, sqlite",Windows 7,Windows Server 2012,Android,"محصولات جت برین, محصولات اکلیپس",تیره,اس وی ان,تب,چای,حداقل یک روز در میان دوش می گیرم,1,"توسعه دهنده دسکتاپ, طراح, تحلیلگر, مدیر شرکت / پروژه / ...",بخش آی تی شرکت های غیر نرم افزاری (مانند مخابراتی‌ها، بانک ها، ...),1,یک تا دو میلیون,"ناهار رایگان, قهوه،‌ چای و ... رایگان, لپ تاپ, بیمه",تمام وقت دولتی با استخدام غیردائم,تمام وقت‌های کاری را در دفتر هستم,,5,,,,,,,
3/1/2016 15:11:21,۱۸ تا ۲۲,مرد,تهران,تهران,یک تا سه سال,در حال تحصیل در دوره لیسانس,,هفت تا چهارده ساعت,دو تا هفت ساعت,یک,"C++, Python, Bash","Matlab, SQL","MySQL/MariaDB, Redis",Linux Ubuntu,Linux Debian,Windows Phone,spyder,تیره,گیت,هان؟,"چای, قهوه, آب",حداقل یک روز در میان دوش می گیرم,2,"تست کننده, هوش مصنوعی",,1,یک تا دو میلیون,"کارت هدیه و کارت خرید, برگزاری مراسم و تولدها در داخل شرکت, بیمه, بیمه تکمیلی",پروژه ای مستقل,تمام وقت‌های کاری را در دفتر هستم,زیر ده هزار,2,,,,,,,
3/1/2016 15:16:49,۱۸ تا ۲۲,مرد,سمنان,سمنان,یک تا سه سال,کاردانی,,بیشتر از چهارده ساعت,دو تا هفت ساعت,هیچ,"Java, C#, PHP","Python, SQL, Bash","MS-SQL, sqlite","Windows XP, Windows 7, Windows 8, Windows 10","Windows Server 2003, Windows Server 2008, Windows Server 2012, Linux CentOS, Linux Debian",Blackberry,ویژوال استودیو,روشن,استفاده نمی کنم,اسپیس,"چای, نوشابه, آب","بیشتر از یک نخ در روز سیگار می کشم, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم",1,"توسعه دهنده دسکتاپ, مدیر سیستم",شرکت های پشتیبانی و دیگر خدمات نرم افزار,1,زیر یک میلیون,پاداش بر اساس نتایج,تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,5,,,,,,,
3/1/2016 16:03:13,۲۳ تا ۲۹,مرد,تهران,تهران,هفت تا پانزده سال,لیسانس,,دو تا هفت ساعت,کمتر از دو ساعت,یک,"C#, Visual Basic, Javascript, Ruby, SQL","Python, Scala","MS-SQL, MySQL/MariaDB, sqlite, Other NoSQLs (couch, raven, ...)","Windows 10, Linux Fedora",Linux ( Other ),Android,"ویژوال استودیو, اتم, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), محصولات اکلیپس",گاهی روشن گاهی تیره,"گیت, تی اف اس",تب,"چای, قهوه, آب","بیشتر از یک نخ در روز سیگار می کشم, بیشتر از سه بار در هفته ورزش می کنم, حداقل یک روز در میان دوش می گیرم",2,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, توسعه دهنده دسکتاپ, توسعه دهنده فرانت اند, طراح, مدیر شرکت / پروژه / ...",شرکت های تولید نرم افزار,10,دو تا سه و نیم میلیون,"قهوه،‌ چای و ... رایگان, برگزاری مراسم و تولدها در داخل شرکت, بیمه",نیمه وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,بین بیست و پنج تا پنجاه,4,,,,,,,
3/1/2016 19:28:43,۲۳ تا ۲۹,مرد,تهران,تهران,سه تا هفت سال,دیپلم,,بیشتر از چهارده ساعت,هفت تا چهارده ساعت,یک,"Python, Bash","C, C++, Javascript, Assembly, Go","MS-SQL, Postgresql, sqlite",Linux Ubuntu,Linux Ubuntu,Android,محصولات جت برین,تیره,گیت,اسپیس,"نوشابه, انواع ماء الشعیر, آب",حداقل یک روز در میان دوش می گیرم,2,"مدیر سیستم, شبکه, امنیت, مستند سازی",شرکت های ارائه دهنده سرویس های مختلف,200,دو تا سه و نیم میلیون,"ناهار رایگان, قهوه،‌ چای و ... رایگان, کارت هدیه و کارت خرید, آموزش خارج از شرکت, برگزاری مراسم و تولدها در داخل شرکت, لپ تاپ, بیمه, بیمه تکمیلی",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,بین ده تا بیست و پنج,4,,,,,,,
3/1/2016 21:58:35,۲۳ تا ۲۹,مرد,خراسان رضوی,خراسان رضوی,سه تا هفت سال,لیسانس,,دو تا هفت ساعت,دو تا هفت ساعت,هیچ,"C, C++, C#, PHP, Javascript, Delphi / Pascal, SQL, Bash","Java, Python","MySQL/MariaDB, Postgresql, sqlite",Linux Ubuntu,"Linux Debian, Linux Ubuntu",Android,"ویژوال استودیو, netbeans, aptana",تیره,"گیت, اس وی ان",هان؟,"چای, قهوه",حداقل یک روز در میان دوش می گیرم,1,"توسعه دهنده فول استک وب, مدیر سیستم",بخش آی تی شرکت های غیر نرم افزاری (مانند مخابراتی‌ها، بانک ها، ...),30,دو تا سه و نیم میلیون,"عضویت باشگاه های ورزشی یا هزینه ورزش, قهوه،‌ چای و ... رایگان, کارت هدیه و کارت خرید, بیمه, بیمه تکمیلی",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,5,,,,,,,
3/1/2016 22:14:54,۲۳ تا ۲۹,مرد,اصفهان,اصفهان,سه تا هفت سال,لیسانس,,کمتر از دو ساعت,صفر,دو یا سه,"PHP, Javascript, SQL","Java, C++, Python","MS-SQL, MySQL/MariaDB","Windows 7, Linux Ubuntu",Linux CentOS,Android,"ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), براکت",روشن,استفاده نمی کنم,تب,قهوه,سیاست برایم مهم است,2,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, توسعه دهنده فرانت اند",,1,یک تا دو میلیون,,تمام وقت خصوصی,شخصی کار می کنم و در محل خودم,بین ده تا بیست و پنج,4,,,,,,,
3/1/2016 22:33:11,۳۰ تا ۳۹,مرد,تهران,تهران,سه تا هفت سال,لیسانس,,دو تا هفت ساعت,دو تا هفت ساعت,یک,"C, C++, Python",Assembly,"Postgresql, sqlite",Linux Ubuntu,Linux Ubuntu,Android,ایمکس,تیره,گیت,اسپیس,چای,بیشتر از یک نخ در روز سیگار می کشم,2,system programmer,شرکت های تولید نرم افزار,50,پنج تا هفت میلیون,"ناهار رایگان, قهوه،‌ چای و ... رایگان, خوراکی و اسنک‌های رایگان داخل شرکت, بیمه, بیمه تکمیلی",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,4,سوالاتون عمدتا کپی سوال‌های سروی پارسال استک اورفلو بود، ولی ادعا کردید که «طراحیشون کردید.»,,,,,,
3/2/2016 1:15:52,۳۰ تا ۳۹,مرد,اصفهان,اصفهان,هفت تا پانزده سال,لیسانس,,صفر,کمتر از دو ساعت,هیچ,"PHP, Javascript, Delphi / Pascal, SQL",Python,MS-SQL,Linux Ubuntu,Linux Debian,Android,محصولات اکلیپس,روشن,گیت,تب,"چای, قهوه, نوشابه, انواع ماء الشعیر, آب",سیاست برایم مهم است,0,"توسعه دهنده فول استک وب, توسعه دهنده بک اند",شرکت های تولید نرم افزار,1,دو تا سه و نیم میلیون,,تمام وقت خصوصی,شخصی کار می کنم و در محل خودم,ساعتی کار نمی کنم,3,,,,,,,
3/2/2016 13:00:35,۱۸ تا ۲۲,مرد,آذربایجان شرقی,تهران,زیر یکسال,در حال تحصیل در دوره لیسانس,,دو تا هفت ساعت,کمتر از دو ساعت,دو یا سه,"Python, PHP, Javascript","Ruby, Go","MySQL/MariaDB, Postgresql, sqlite","Windows 8, Linux Ubuntu",Linux Ubuntu,Android,"سابلایم, محصولات جت برین, ویم",تیره,گیت,اسپیس,"قهوه, انواع ماء الشعیر",بیشتر از یک نخ در روز سیگار می کشم,4,"توسعه دهنده فول استک وب, توسعه دهنده فرانت اند",استارتاپ,120,یک تا دو میلیون,"قهوه،‌ چای و ... رایگان, خوراکی و اسنک‌های رایگان داخل شرکت, برگزاری مراسم و تولدها در داخل شرکت, بیمه, بیمه تکمیلی",نیمه وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,بین ده تا بیست و پنج,4,,,,,,,
3/2/2016 13:07:20,۲۳ تا ۲۹,مرد,زنجان,زنجان,سه تا هفت سال,لیسانس,,هفت تا چهارده ساعت,کمتر از دو ساعت,یک,"Java, PHP, SQL","C, C++, C#","MS-SQL, MySQL/MariaDB","Windows 8, OS X, Linux Ubuntu, Linux Debian",Linux Debian,Android,"سابلایم, محصولات جت برین",گاهی روشن گاهی تیره,گیت,تب,چای,"بیشتر از یک نخ در روز سیگار می کشم, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم",2,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, توسعه دهنده موبایل, توسعه دهنده دسکتاپ",شرکت های تولید نرم افزار,5,زیر یک میلیون,"بیمه, بیمه تکمیلی",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,زیر ده هزار,5,,,,,,,
3/2/2016 14:49:53,۴۰ تا ۴۹,مرد,گیلان,تهران,پانزده تا بیست و پنج,لیسانس,,هفت تا چهارده ساعت,دو تا هفت ساعت,یک,"C, C++, C#, PHP, Visual Basic, Javascript, Delphi / Pascal, Assembly, SQL","Java, Python, Go","MS-SQL, MySQL/MariaDB, sqlite","Windows XP, Windows 7","Windows Server 2008, Linux CentOS",Android,"ویژوال استودیو, CodeGear Studio",روشن,گیت,تب,"چای, نوشیدنی‌های الکلی, آب","بیشتر از یک نخ در روز سیگار می کشم, حیوان خانگی دارم, حداقل یک روز در میان دوش می گیرم",1,"توسعه دهنده بک اند, توسعه دهنده دسکتاپ, امنیت, مدیر شرکت / پروژه / ...",بخش آی تی شرکت های غیر نرم افزاری (مانند مخابراتی‌ها، بانک ها، ...),500,سه و نیم تا پنج میلیون,"عضویت باشگاه های ورزشی یا هزینه ورزش, ناهار رایگان, قهوه،‌ چای و ... رایگان, کارت هدیه و کارت خرید, پاداش بر اساس نتایج, برگزاری مراسم و تولدها در داخل شرکت, بیمه, بیمه تکمیلی",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,بین ده تا بیست و پنج,3,,,,,,,
3/2/2016 14:49:57,۲۳ تا ۲۹,مرد,زنجان,تهران,سه تا هفت سال,فوق لیسانس,,کمتر از دو ساعت,صفر,یک,"C#, PHP, Ruby, SQL",Java,"MS-SQL, MySQL/MariaDB, MongoDB",OS X,Linux Debian,Android,"ویژوال استودیو, سابلایم, اتم",تیره,گیت,تب,"چای, آب","سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم",2,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, توسعه دهنده دسکتاپ, توسعه دهنده فرانت اند, مدیر دیتابیس, مدیر شرکت / پروژه / ...",بخش دولتی,116,دو تا سه و نیم میلیون,باشگاه ورزشی داخل شرکت,پروژه ای مستقل,اکثر مواقع دورکاری و گاهی به دفتر می روم,,3,,,,,,,
3/2/2016 15:04:51,۳۰ تا ۳۹,مرد,اصفهان,اصفهان,سه تا هفت سال,لیسانس,"Linux (LPIC, ...)",دو تا هفت ساعت,کمتر از دو ساعت,یک,"Java, C, Python, Bash",Go,"MySQL/MariaDB, sqlite","Linux Ubuntu, Linux Debian",Linux Debian,Android,"سابلایم, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), محصولات جت برین, محصولات اکلیپس",گاهی روشن گاهی تیره,گیت,تب,"چای, قهوه, آب","بیشتر از یک نخ در روز سیگار می کشم, سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم",,"توسعه دهنده موبایل, توسعه دهنده دسکتاپ, سیستم های درونساز, طراح, مدیر شرکت / پروژه / ...",استارتاپ,10,دو تا سه و نیم میلیون,"قهوه،‌ چای و ... رایگان, خوراکی و اسنک‌های رایگان داخل شرکت, بیمه",تمام وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,ساعتی کار نمی کنم,5,,,,,,,
3/2/2016 23:30:14,۳۰ تا ۳۹,مرد,خراسان رضوی,خراسان رضوی,هفت تا پانزده سال,لیسانس,,بیشتر از چهارده ساعت,بیشتر از چهارده ساعت,هیچ,"PHP, Javascript","Java, Python, R","Postgresql, MongoDB",OS X,Linux CentOS,Android,محصولات جت برین,تیره,گیت,تب,"چای, دمنوش‌های متنوع, آب",حداقل یک روز در میان دوش می گیرم,2,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, توسعه دهنده موبایل",شرکت های تولید نرم افزار,6,یک تا دو میلیون,"قهوه،‌ چای و ... رایگان, خوراکی و اسنک‌های رایگان داخل شرکت, بیمه",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,بین ده تا بیست و پنج,5,,,,,,,
3/3/2016 8:24:58,۲۳ تا ۲۹,مرد,,یزد,زیر یکسال,لیسانس,"Network (CCNA, MCSE, MCITP, ...)",کمتر از دو ساعت,صفر,دو یا سه,C#,C++,"MS-SQL, sqlite",Windows 7,Windows Server 2012,Android,ویژوال استودیو,روشن,استفاده نمی کنم,هان؟,چای,"سیاست برایم مهم است, در رابطه نیستم ولی دوست داشتم بودم",,توسعه دهنده دسکتاپ,شرکت های تولید نرم افزار,4,زیر یک میلیون,بیمه,تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,زیر ده هزار,3,,,,,,,
3/3/2016 9:11:21,۲۳ تا ۲۹,مرد,گیلان,گیلان,سه تا هفت سال,کاردانی,,هفت تا چهارده ساعت,دو تا هفت ساعت,یک,"C++, Python, PHP, Javascript, SQL, Bash","Java, C, Swift, Scala, Go","MySQL/MariaDB, Redis","Windows 7, Linux Ubuntu",Linux Ubuntu,iOS,"ویژوال استودیو, سابلایم, اتم, محصولات جت برین",تیره,گیت,تب,"چای, قهوه, آب",سیاست برایم مهم است,2,"توسعه دهنده بک اند, توسعه دهنده موبایل, توسعه دهنده دسکتاپ, مدیر سیستم, مدیر دیتابیس, تحلیلگر, مستند سازی",استارتاپ,3,یک تا دو میلیون,بیمه,پروژه ای مستقل,دورکاری کامل,ساعتی کار نمی کنم,3,,,,,,,
3/3/2016 11:24:56,۲۳ تا ۲۹,مرد,تهران,تهران,سه تا هفت سال,در حال تحصیل در دوره لیسانس,,بیشتر از چهارده ساعت,بیشتر از چهارده ساعت,هیچ,"PHP, Javascript, Bash","Swift, R","MySQL/MariaDB, Postgresql, Redis","OS X, Linux Debian",Linux Debian,iOS,"اتم, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), محصولات جت برین, ویم, ایمکس, محصولات اکلیپس",تیره,گیت,اسپیس,"چای, قهوه","بیشتر از یک نخ در روز سیگار می کشم, حداقل یک روز در میان دوش می گیرم",4,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, توسعه دهنده فرانت اند, مدیر سیستم, مدیر دیتابیس, شبکه, امنیت, تحلیلگر, مدیر شرکت / پروژه / ..., مستند سازی, تست کننده",شرکت های تولید نرم افزار,500,دو تا سه و نیم میلیون,"قهوه،‌ چای و ... رایگان, بیمه",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,3,,,,,,,
3/3/2016 12:31:51,۳۰ تا ۳۹,مرد,فارس,فارس,سه تا هفت سال,فوق لیسانس,"Network (CCNA, MCSE, MCITP, ...), Linux (LPIC, ...), Windows (MCP, ...)",بیشتر از چهارده ساعت,بیشتر از چهارده ساعت,دو یا سه,"C#, PHP, Javascript, SQL","Java, Python","MS-SQL, MySQL/MariaDB, Postgresql","Windows 8, Windows 10","Windows Server 2012, Windows Server 2016, Linux CentOS, Linux Debian",iOS,ویژوال استودیو,روشن,استفاده نمی کنم,هان؟,"قهوه, نوشیدنی‌های الکلی, آب","سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم",3,"مدیر سیستم, مدیر دیتابیس, شبکه, امنیت, طراح, مدیر شرکت / پروژه / ...",شرکت های ارائه دهنده سرویس های مختلف,3,سه و نیم تا پنج میلیون,"سفر، اردو، برنامه های تفریحی خارج شرکت به خرج شرکت, بیمه",تمام وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,بین صد تا دویست,4,,,,,,,
3/3/2016 12:41:43,۲۳ تا ۲۹,مرد,گیلان,گیلان,زیر یکسال,لیسانس,,دو تا هفت ساعت,صفر,هیچ,"Java, C, C++, C#, PHP, Javascript, SQL","C++, Python, Ruby, Objective C, Go",MySQL/MariaDB,Linux Ubuntu,"Linux RedHat, Linux CentOS, Linux Debian, Linux Ubuntu",Android,ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت),روشن,استفاده نمی کنم,تب,آب,"بیشتر از سه بار در هفته ورزش می کنم, سیاست برایم مهم است, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم",1,توسعه دهنده فول استک وب,بخش آی تی شرکت های غیر نرم افزاری (مانند مخابراتی‌ها، بانک ها، ...),2,زیر یک میلیون,,پروژه ای مستقل,دورکاری کامل,ساعتی کار نمی کنم,5,در حال انتقال بین دو وضعیت هستم(از پاره وقت پروژه ای برای دیگران به پاره وقت پروژه ای برای خودم) برای همین ۵۰/۵۰ جواب دادم مسائل مربوط به این حوزه رو...,,,,,,
3/3/2016 14:17:59,۲۳ تا ۲۹,مرد,تهران,تهران,سه تا هفت سال,لیسانس,,دو تا هفت ساعت,کمتر از دو ساعت,دو یا سه,"Java, C, Objective C, Swift, SQL","Python, Scala","Oracle, sqlite",Windows 7,Linux RedHat,Android,"ایکس کد, محصولات جت برین",تیره,"گیت, اس وی ان",تب,"چای, قهوه, دمنوش‌های متنوع, آب","بیشتر از یک نخ در روز سیگار می کشم, سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم",2,"توسعه دهنده بک اند, توسعه دهنده موبایل, توسعه دهنده فرانت اند",شرکت های تولید نرم افزار,800,دو تا سه و نیم میلیون,"عضویت باشگاه های ورزشی یا هزینه ورزش, ناهار رایگان, قهوه،‌ چای و ... رایگان, پاداش بر اساس نتایج, بیمه, بیمه تکمیلی",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,بین ده تا بیست و پنج,4,,,,,,,
3/3/2016 15:04:10,۲۳ تا ۲۹,مرد,چهارمحال و بختیاری,چهارمحال و بختیاری,یک تا سه سال,لیسانس,,دو تا هفت ساعت,کمتر از دو ساعت,یک,"C++, PHP, Javascript, MVC","C++, PHP, Javascript, Objective C","MySQL/MariaDB, MongoDB, Firebird","Windows 10, OS X",Linux CentOS,iOS,"ویژوال استودیو, ایکس کد",تیره,استفاده نمی کنم,اسپیس,"چای, قهوه, انواع ماء الشعیر, آب","سیاست برایم مهم است, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم",3,"مدیر سیستم, طراح",استارتاپ,8,زیر یک میلیون,,تمام وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,,5,,,,,,,
3/3/2016 15:21:44,۱۸ تا ۲۲,مرد,اصفهان,اصفهان,یک تا سه سال,دیپلم,,هفت تا چهارده ساعت,دو تا هفت ساعت,هیچ,"PHP, Javascript","Java, C#",MS-SQL,Windows 7,Linux Debian,"Dump phones (1100, ...)",سابلایم,تیره,استفاده نمی کنم,تب,"قهوه, آب","سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم",2,"توسعه دهنده فرانت اند, امنیت, طراح",,1,یک تا دو میلیون,,پروژه ای مستقل,شخصی کار می کنم و در محل خودم,بین بیست و پنج تا پنجاه,3,,,,,,,
3/3/2016 15:33:44,زیر ۱۸ سال,مرد,یزد,یزد,زیر یکسال,در حال تحصیل در دبیرستان یا پایینتر,,کمتر از دو ساعت,کمتر از دو ساعت,دو یا سه,C#,"Java, C++, PHP, Bash",sqlite,"Windows 10, Linux Ubuntu",Linux Ubuntu,Android,"ویژوال استودیو, QT",تیره,گیت,هان؟,"چای, نوشابه, آب",,1,توسعه دهنده دسکتاپ,شرکت های تولید نرم افزار,1,زیر یک میلیون,"ناهار رایگان, قهوه،‌ چای و ... رایگان",پروژه ای مستقل,شخصی کار می کنم و در محل خودم,ساعتی کار نمی کنم,3,,,,,,,
3/3/2016 16:43:28,۱۸ تا ۲۲,مرد,تهران,تهران,زیر یکسال,در حال تحصیل در دوره لیسانس,,بیشتر از چهارده ساعت,بیشتر از چهارده ساعت,دو یا سه,"C#, Javascript, SQL","C++, Python, Assembly","MS-SQL, MySQL/MariaDB",Windows 10,"Linux Debian, Linux Ubuntu, Linux ( Other )",Windows Phone,ویژوال استودیو,تیره,گیت,تب,"قهوه, نوشابه, انواع ماء الشعیر, آب","سیاست برایم مهم است, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم",3,"توسعه دهنده موبایل, توسعه دهنده دسکتاپ, طراح",استارتاپ,3,زیر یک میلیون,,پروژه ای مستقل,شخصی کار می کنم و در محل خودم,ساعتی کار نمی کنم,5,,,,,,,
3/3/2016 18:11:19,۳۰ تا ۳۹,مرد,آذربایجان شرقی,تهران,هفت تا پانزده سال,لیسانس,,بیشتر از چهارده ساعت,کمتر از دو ساعت,سه تا شش,"Java, Python, Javascript, Bash","Ruby, Go","Postgresql, Hadoop Based technoloties, MongoDB, Redis, Other NoSQLs (couch, raven, ...)",Linux Arch,"Linux Debian, Linux Ubuntu, BSDs",iOS,"اتم, ایمکس",تیره,"گیت, مرکوریال",اسپیس,"چای, قهوه, نوشابه, آب","سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم",2,"توسعه دهنده بک اند, مدیر سیستم, مدیر دیتابیس, شبکه, مدیر شرکت / پروژه / ...",شرکت های تولید نرم افزار,50,سه و نیم تا پنج میلیون,"ناهار رایگان, قهوه،‌ چای و ... رایگان, سفر، اردو، برنامه های تفریحی خارج شرکت به خرج شرکت, بیمه",تمام وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,بین بیست و پنج تا پنجاه,5,,,,,,,
