Timestamp,در کدام محدوده سنی هستید؟,جنسیت,خودتون رو متعلق به کدوم استان می دونین؟ بچه کجایین؟ (:,استان محل کار,چند سال تجربه کار تمام وقت دارید؟,آخرین وضعیت تحصیلی,چه مدارک بین المللی ای اخذ کرده اید,چند ساعت در هفته برای یادگیری تکنولوژی‌ها، زبان ها و ... جدید وقت می گذارید؟,چند ساعت در هفته برای پروژه‌های غیرکاری ولی مرتبط با حوزه کاری خود (برنامه نویسی، وبلاگنویسی، گزارش باگ، ...) وقت می گذارید؟,در سه ماه گذشته چند کتاب خوانده اید؟,زبان‌های برنامه‌نویسی مورد استفاده شما در پروژه‌ها کدامند؟,به جز زبان‌های فعلی‌تان، دوست دارید با چه زبان برنامه ای نویسی کار کنید؟,دیتابیس‌های مورد استفاده,سیستم عامل رومیزی شما کدام است؟,سیستم عامل سرور مورد علاقه شما,و وقتی صحبت از تلفن همراه باشد...,در چه محیطی برنامه نویسی می‌کنید,تم آی دی ای,از چه سورس کنترلی استفاده می کنید؟,از کدام تکنولوزی ها استفاده می کنید,تب یا اسپیس؟,نوشیدنی‌های اصلی شما چیست؟,تیپ ,تغییر در بدن؟,کدام‌ها در مورد شما صدق می‌کند,سبک موسیقی,وضعیت رابطه,به طور معمول چند دیوایس دیجیتال با خودتان حمل می کنید (شامل لپ تاپ، پخش کننده موزیک، موبایل،‌ کتابخوان، ...),حوزه کاری شما چیست,نوع شرکت شما کدام است؟,تعداد مجموع کارمندان شرکت (در صورتی که انفرادی کار می کنید: 1),متوسط درآمد ماهیانه شما (به تومان),محل کار چه خدماتی بیشتر از حقوق ارائه می دهد,چگونه کار می کنید؟,شیوه کار شما کدام است؟,در صورتی که ساعتی کار می کنید، حقوق ساعتی شما چقدر است؟ (تومان),چقدر از کاری که انتخاب کرده اید راضی هستید؟,آیا نکته ای هست که بخواهید اضافه کنید؟ بنویسید...
4/1/2017 11:43:14,۲۳ تا ۲۹,مرد,مازندران,تهران,یک تا سه سال,در حال تحصیل در فوق لیسانس,,کمتر از دو ساعت,کمتر از دو ساعت,هیچ,"Java, SQL","C, Scala","Postgresql, Hadoop Based technoloties, Redis, Other NoSQLs (couch, raven, ...)",Linux Ubuntu,Linux CentOS,Android,محصولات جت برین,روشن,گیت,"بیلد سیستم ها, بیگ دیتا",تب,چای,"تی شرت, جین",,"سیاست برایم مهم است, در رابطه نیستم ولی دوست داشتم بودم",سنتی,بدون رابطه ولی علاقمند به شروع رابطه,1,توسعه دهنده بک اند,شرکت های تولید نرم افزار,100,یک تا دو میلیون,"قهوه،‌ چای و ... رایگان, پاداش بر اساس نتایج, بیمه, بیمه تکمیلی",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,3,
4/1/2017 11:43:24,۲۳ تا ۲۹,مرد,خراسان رضوی,تهران,سه تا هفت سال,لیسانس,,بیشتر از چهارده ساعت,دو تا هفت ساعت,دو یا سه,"C#, Python, PHP, Javascript, SQL","Swift, Go","MS-SQL, MySQL/MariaDB, MongoDB",OS X,کار نمی کنم ,iOS,"محصولات جت برین, ویم",روشن,"گیت, تی اف اس","سورس کنترل, کانتینرها",تب,"چای, قهوه, دمنوش‌های متنوع, انواع ماء الشعیر","تی شرت, جین, پیرهن مردونه",,"بیشتر از یک نخ در روز سیگار می کشم, حداقل یک روز در میان دوش می گیرم","سنتی, پاپ ایرانی, راک",با کامپیوتر/اینترنت/برنامه نویسی/سیستم عامل/... در رابطه ام,2,توسعه دهنده فول استک وب,استارتاپ,1,دو تا سه و نیم میلیون,,پروژه ای مستقل,شخصی کار می کنم و در محل خودم,ساعتی کار نمی کنم,5,
4/1/2017 11:45:09,۱۸ تا ۲۲,مرد,قزوین,قزوین,یک تا سه سال,لیسانس,,کمتر از دو ساعت,هفت تا چهارده ساعت,هیچ,PHP,Java,MySQL/MariaDB,Windows 10,Linux CentOS,Android,محصولات جت برین,تیره,گیت,سورس کنترل,تب,آب,"جین, پیرهن مردونه",,"در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم","پاپ ایرانی, رپ",بدون رابطه ولی علاقمند به شروع رابطه,1,توسعه دهنده بک اند,"شرکت های تولید نرم افزار, شرکت های ارائه دهنده سرویس های مختلف",40,زیر یک میلیون,"قهوه،‌ چای و ... رایگان, خوراکی و اسنک‌های رایگان داخل شرکت, برگزاری مراسم و تولدها در داخل شرکت, بیمه",تمام وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,زیر ده هزار,3,
4/1/2017 11:45:26,۲۳ تا ۲۹,مرد,چهارمحال و بختیاری,چهارمحال و بختیاری,زیر یکسال,لیسانس,"Network (CCNA, MCSE, MCITP, ...)",بیشتر از چهارده ساعت,بیشتر از چهارده ساعت,دو یا سه,"Java, C++, C#, Python, PHP, Javascript, SQL","Ruby, Assembly, Swift, Go","MySQL/MariaDB, Postgresql, sqlite","Windows 10, Linux Ubuntu",Linux Ubuntu,Android,"ویژوال استودیو, سابلایم, اتم, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), براکت, محصولات جت برین, ویم, محصولات اکلیپس",تیره,گیت,,اسپیس,"انواع ماء الشعیر, آب","تی شرت, جین, روشن, متفاوت از اکثریت",,"بیشتر از سه بار در هفته ورزش می کنم, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم","پاپ ایرانی, پاپ خارجی, راک, رپ, کانتری",با کامپیوتر/اینترنت/برنامه نویسی/سیستم عامل/... در رابطه ام,,"توسعه دهنده فول استک وب, طراح",تولید مستقل محصول و فروش در سایت ها و پلتفرمها,1,زیر یک میلیون,,پروژه ای مستقل,دورکاری کامل,بین ده تا بیست و پنج,1,تهران تنها شهر برای برنامه نویسان هست برای پیشرفت . در ایران تمرکز و سرمایه گذاری در تهران صورت میگیرد و این اصلا جالب نیست. در ایران تبعیضی بوجود آمده به نام تهرانی و شهرستانی و زندگی در حال سختتر شدن برای شهرستانی هاست و آسانتر شدن برای تهرانی هاست منابع استانهای دیگر رو میفروشند و خرج تهران می کنند. بزرگترین ظلمی هست که 50 یا 60 میلیون شهرستانی درگیر آن هستند.
4/1/2017 11:45:30,۱۸ تا ۲۲,مرد,قم,قم,زیر یکسال,در حال تحصیل در دوره لیسانس,,دو تا هفت ساعت,کمتر از دو ساعت,یک,Python,"Java, C++, C#, lua","Postgresql, sqlite",Windows 10,تا حالا با این چیزا برخوزد نداشتم,iOS,اتم,تیره,گیت,,هان؟,"قهوه, انواع ماء الشعیر, آب","پیرهن مردونه, تیره",,بیشتر از یک نخ در روز سیگار می کشم,"کلاسیک, سنتی, راک, بلوز, کانتری",بدون رابطه و بدون علاقه به شروع,2,"توسعه دهنده بک اند, بازی سازی, Game Designer","شرکت های تولید نرم افزار, تولید مستقل محصول و فروش در سایت ها و پلتفرمها",30,زیر یک میلیون,"قهوه،‌ چای و ... رایگان, برگزاری مراسم و تولدها در داخل شرکت, بیمه",نیمه وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,ساعتی کار نمی کنم,3,"من کلا 1 ماهه که توی یه شرکت در حال کارآموزی هستم...
بنابراین شاید بعضی جواب هایی که به بخش های شغلی دادم عجیب و غریب به نظر برسه چون شما گزینه های کارآموزی رو قرار نداده بودید من سعی کردن نزدیک ترین گزینه رو انتخاب کنم...."
4/1/2017 11:46:51,۱۸ تا ۲۲,مرد,اصفهان,مازندران,زیر یکسال,در حال تحصیل در دوره لیسانس,,هفت تا چهارده ساعت,هفت تا چهارده ساعت,یک,"Java, C, C++, C#, Python, SQL",Not Programming,"MS-SQL, MySQL/MariaDB, sqlite","Windows 8, Linux Ubuntu",Linux CentOS,Android,"ویژوال استودیو, محصولات جت برین, android studio",تیره,گیت,سورس کنترل,هان؟,"چای, نوشابه, آب","پیرهن مردونه, ساعت می بندم",,سیاست برایم مهم است,"سنتی, پاپ ایرانی, پاپ خارجی, رپ",با پارتنر دائم,2,"توسعه دهنده موبایل, iot",استارتاپ,3,زیر یک میلیون,پاداش بر اساس نتایج,پروژه ای مستقل,شخصی کار می کنم و در محل خودم,,3,
4/1/2017 11:47:44,۵۰ به بالا,زن,آذربایجان غربی,ایلام,بالای بیست و پنج,دکترا و بالاتر,"Network (CCNA, MCSE, MCITP, ...), Enterprise software (Sharepoint, Magento, ..), Linux (LPIC, ...), Windows (MCP, ...), Management (PMP, SCRUM, ITIL, ...), Security (CEH, MTA, ...), Programming Languages (Java, MCP, ..), DB (Oracle, ..)",صفر,صفر,هیچ,"Perl, Delphi / Pascal, Ruby, Assembly, D, R, Groovy, Scala, Go, Erlang, Fortran","Delphi / Pascal, Assembly, Objective C, Swift, Matlab, SQL, Scala, Go","Hadoop Based technoloties, Redis, Other NoSQLs (couch, raven, ...)","Windows XP, BSDs",BSDs,Phone? I dont carry a phone!,ویم,از آی دی ای استفاده نمی کنم,فسیل,"بیگ دیتا, هوش مصنوعی",تفاوتی ندارد,"انرژی زا, نوشیدنی‌های الکلی","چادر, مقنعه, کت و شلوار, رسمی, متفاوت از اکثریت","پیرسینگ به جز گوش, تتو, اعضای بایونیک",بیشتر از یک نخ در روز سیگار می کشم,"پاپ ایرانی, متال, دامبول, الکترونیک دنس",رابطه های نا پایدار,,"دانشمند داده, سیستم های درونساز, تحلیلگر, مدیر شرکت / پروژه / ..., مستند سازی, تست کننده","بخش دولتی, تولید مستقل محصول و فروش در سایت ها و پلتفرمها",8000,بالای سیزده,"باشگاه ورزشی داخل شرکت, عضویت باشگاه های ورزشی یا هزینه ورزش, ناهار رایگان, قهوه،‌ چای و ... رایگان, خوراکی و اسنک‌های رایگان داخل شرکت, کارت هدیه و کارت خرید, پاداش بر اساس نتایج, آموزش خارج از شرکت, سفر، اردو، برنامه های تفریحی خارج شرکت به خرج شرکت, برگزاری مراسم و تولدها در داخل شرکت, لپ تاپ, تلفن همراه, هزینه های تلفن همراه, بیمه, بیمه تکمیلی",تمام وقت دولتی با استخدام دائمی,تمام وقت‌های کاری را در دفتر هستم,بالای دویست,1,
4/1/2017 11:48:11,زیر ۱۸ سال,مرد,تهران,تهران,زیر یکسال,در حال تحصیل کاردانی,"Linux (LPIC, ...), Programming Languages (Java, MCP, ..)",هفت تا چهارده ساعت,کمتر از دو ساعت,دو یا سه,"Python, PHP, Go","C, Bash",MySQL/MariaDB,"OS X, Linux Ubuntu","Linux Debian, Linux Ubuntu",Android,محصولات جت برین,تیره,گیت,سورس کنترل,تب,"چای, قهوه, انرژی زا, انواع ماء الشعیر","تی شرت, جین, تیره, ساعت می بندم, اسپورت",,"سیاست برایم مهم است, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم","پاپ خارجی, راک",با کامپیوتر/اینترنت/برنامه نویسی/سیستم عامل/... در رابطه ام,3,"توسعه دهنده بک اند, توسعه دهنده موبایل, مدیر سیستم",شرکت های تولید نرم افزار,3,یک تا دو میلیون,,پروژه ای با شرکت‌ها,دورکاری کامل,ساعتی کار نمی کنم,5,
4/1/2017 11:49:30,۲۳ تا ۲۹,مرد,گیلان,تهران,سه تا هفت سال,در حال تحصیل در فوق لیسانس,,بیشتر از چهارده ساعت,بیشتر از چهارده ساعت,دو یا سه,"PHP, Javascript, R, Bash",Python,"MySQL/MariaDB, MongoDB",Linux Ubuntu,Linux CentOS,Android,"اتم, براکت, visual studio code",تیره,گیت,"سورس کنترل, کانتینرها",تب,"چای, قهوه, آب","تی شرت, ساعت می بندم, اسپورت",,"سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم","سنتی, پاپ ایرانی, پاپ خارجی, متال, راک, بلوز",ازدواج کرده ام,2,"توسعه دهنده فول استک وب, R&D researches",شرکت های پشتیبانی و دیگر خدمات نرم افزار,50,دو تا سه و نیم میلیون,بیمه,تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,,4,khoda ghovat :)
4/1/2017 11:51:48,۱۸ تا ۲۲,مرد,قم,تهران,زیر یکسال,در حال تحصیل در دوره لیسانس,,دو تا هفت ساعت,,دو یا سه,"C#, PHP",Python,MySQL/MariaDB,Windows 10,Linux Ubuntu,Android,ویژوال استودیو,تیره,استفاده نمی کنم,,تب,"چای, قهوه, نوشابه, آب",پیرهن مردونه,,در رابطه نیستم ولی دوست داشتم بودم,"سنتی, پاپ ایرانی",,1,"توسعه دهنده فول استک وب, توسعه دهنده دسکتاپ",شرکت های ارائه دهنده سرویس های مختلف,50,زیر یک میلیون,قهوه،‌ چای و ... رایگان,نیمه وقت خصوصی,,زیر ده هزار,2,
4/1/2017 11:52:12,۲۳ تا ۲۹,مرد,آذربایجان غربی,آذربایجان غربی,یک تا سه سال,لیسانس,,بیشتر از چهارده ساعت,دو تا هفت ساعت,یک,"Java, C, C++, Python, Javascript, R, SQL, Go, Bash","Java, Perl, Ruby","MS-SQL, MySQL/MariaDB, Redis",Linux Arch,Linux CentOS,Android,"سابلایم, اتم, محصولات جت برین, محصولات اکلیپس",تیره,گیت,"سورس کنترل, کانتینرها",تب,قهوه,"تی شرت, جین, رنگی رنگی, تیره, روشن",,"بیشتر از سه بار در هفته ورزش می کنم, حداقل یک روز در میان دوش می گیرم","کلاسیک, سنتی, پاپ ایرانی, پاپ خارجی",بدون رابطه ولی علاقمند به شروع رابطه,5,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, توسعه دهنده فرانت اند, مدیر سیستم, مدیر دیتابیس",تولید مستقل محصول و فروش در سایت ها و پلتفرمها,1,زیر یک میلیون,,پروژه ای مستقل,شخصی کار می کنم و در محل خودم,زیر ده هزار,3,
4/1/2017 11:53:02,۲۳ تا ۲۹,مرد,تهران,تهران,سه تا هفت سال,در حال تحصیل در فوق لیسانس,,دو تا هفت ساعت,دو تا هفت ساعت,دو یا سه,"C, C#, SQL","Assembly, Swift, Scala, Bash","MS-SQL, Postgresql, sqlite, Other NoSQLs (couch, raven, ...)","Windows 8, Linux Ubuntu","Windows Server 2012, Linux Ubuntu",Windows Phone,"ویژوال استودیو, سابلایم, محصولات جت برین",تیره,"گیت, تی اف اس",سورس کنترل,تفاوتی ندارد,"چای, قهوه, آب","تی شرت, گجت پوشیدنی دارم (ساعت هوشمند، ...), اسپورت",,"سیاست برایم مهم است, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم",,با کامپیوتر/اینترنت/برنامه نویسی/سیستم عامل/... در رابطه ام,2,"توسعه دهنده بک اند, توسعه دهنده موبایل",شرکت های تولید نرم افزار,1,یک تا دو میلیون,,نیمه وقت خصوصی,شخصی کار می کنم و در محل خودم,زیر ده هزار,3,
4/1/2017 11:53:40,۴۰ تا ۴۹,مرد,تهران,تهران,هفت تا پانزده سال,فوق لیسانس,,کمتر از دو ساعت,کمتر از دو ساعت,هیچ,"Java, Javascript, SQL, Bash","Python, Groovy, Scala","Oracle, MongoDB","Windows 10, Linux Ubuntu, Linux Debian","Linux RedHat, Linux CentOS, Linux Debian, Linux Ubuntu",Android,محصولات جت برین,روشن,گیت,"سورس کنترل, بیلد سیستم ها, تست های خودکار, کلاود",تفاوتی ندارد,"چای, قهوه, آب","پیرهن مردونه, رنگی رنگی, تیره, روشن",,"سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم","سنتی, پاپ ایرانی, پاپ خارجی, راک, easy listening, الکترونیک دنس",ازدواج کرده ام,2,توسعه دهنده بک اند,"شرکت های تولید نرم افزار, شرکت های خارجی",150,ده تا سیزده,"قهوه،‌ چای و ... رایگان, پاداش بر اساس نتایج, سفر، اردو، برنامه های تفریحی خارج شرکت به خرج شرکت, برگزاری مراسم و تولدها در داخل شرکت",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,5,
4/1/2017 11:53:52,۲۳ تا ۲۹,مرد,کرمانشاه,تهران,یک تا سه سال,در حال تحصیل در دوره لیسانس,,دو تا هفت ساعت,دو تا هفت ساعت,سه تا شش,Javascript,"C++, Javascript","MySQL/MariaDB, MongoDB","Windows 8, Linux Ubuntu",Linux Ubuntu,"Android, iOS",اتم,روشن,گیت,,تفاوتی ندارد,"قهوه, دمنوش‌های متنوع","تی شرت, پیرهن مردونه, کت و شلوار",,حداقل یک روز در میان دوش می گیرم,سنتی,بدون رابطه ولی علاقمند به شروع رابطه,,توسعه دهنده فرانت اند,,1,زیر یک میلیون,,تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,5,با تشکر از شما
4/1/2017 11:58:15,۲۳ تا ۲۹,مرد,خراسان رضوی,تهران,یک تا سه سال,در حال تحصیل در فوق لیسانس,,دو تا هفت ساعت,کمتر از دو ساعت,هیچ,"Python, SQL","Scala, Bash","MySQL/MariaDB, MongoDB, Redis",Linux Ubuntu,Linux CentOS,Android,محصولات جت برین,تیره,گیت,"سورس کنترل, کانتینرها",تب,"چای, قهوه","تی شرت, تیره",,بیشتر از یک نخ در روز سیگار می کشم,"کلاسیک, سنتی, پاپ ایرانی, پاپ خارجی, متال, راک, رپ, دامبول",بدون رابطه ولی علاقمند به شروع رابطه,1,توسعه دهنده بک اند,شرکت های تولید نرم افزار,30,دو تا سه و نیم میلیون,"قهوه،‌ چای و ... رایگان, خوراکی و اسنک‌های رایگان داخل شرکت, بیمه",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,بین ده تا بیست و پنج,3,عشق است زندگی را،  بخصوص با کی بورد را 
4/1/2017 11:58:52,۲۳ تا ۲۹,مرد,فارس,فارس,سه تا هفت سال,در حال تحصیل کاردانی,,دو تا هفت ساعت,کمتر از دو ساعت,یک,"PHP, Javascript, Ruby, Ruby on Rails","Python, Go","MySQL/MariaDB, Postgresql, MongoDB","Windows 10, Linux Ubuntu","Linux CentOS, Linux Ubuntu",Android,"سابلایم, اتم, محصولات جت برین",تیره,گیت,"سورس کنترل, کانتینرها, بیلد سیستم ها, بیگ دیتا",اسپیس,"چای, قهوه, انواع ماء الشعیر","تی شرت, جین, تیره, روشن, رسمی",,"سیاست برایم مهم است, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم","رپ, بلوز",با کامپیوتر/اینترنت/برنامه نویسی/سیستم عامل/... در رابطه ام,2,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, توسعه دهنده موبایل, توسعه دهنده فرانت اند, مدیر شرکت / پروژه / ...","شرکت های تولید نرم افزار, تولید مستقل محصول و فروش در سایت ها و پلتفرمها",1,یک تا دو میلیون,,پروژه ای با شرکت‌ها,اکثر مواقع دورکاری و گاهی به دفتر می روم,ساعتی کار نمی کنم,5,"هنوز برای تکنولوژی های جدید که در پروژه ها به کار می‌برم کارفرما ها یا مسئولان پروژه مقاومت میکنند مثل EmberJS, RubyOnRails, PostgreSQL, VueJS,..."
4/1/2017 11:59:22,۳۰ تا ۳۹,مرد,آذربایجان شرقی,آذربایجان شرقی,هفت تا پانزده سال,لیسانس,"Management (PMP, SCRUM, ITIL, ...)",هفت تا چهارده ساعت,دو تا هفت ساعت,سه تا شش,"C, Javascript, SQL",Go,"MySQL/MariaDB, Postgresql, sqlite, Redis",OS X,"Linux CentOS, Linux Ubuntu","Android, iOS","سابلایم, اتم, ویم",تیره,گیت,"سورس کنترل, کانتینرها, بیلد سیستم ها, تست های خودکار, کلاود",اسپیس,"چای, قهوه, دمنوش‌های متنوع, انواع ماء الشعیر, آب","تی شرت, جین, پیرهن مردونه, رنگی رنگی, روشن, اسپورت",,حداقل یک روز در میان دوش می گیرم,"کلاسیک, سنتی, پاپ خارجی, کانتری",با پارتنر دائم,4,"توسعه دهنده فول استک وب, مدیر سیستم, طراح, تحلیلگر, مدیر شرکت / پروژه / ...",استارتاپ,5,دو تا سه و نیم میلیون,"قهوه،‌ چای و ... رایگان, خوراکی و اسنک‌های رایگان داخل شرکت, پاداش بر اساس نتایج, آموزش خارج از شرکت, برگزاری مراسم و تولدها در داخل شرکت",تمام وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,ساعتی کار نمی کنم,4,
4/1/2017 11:59:48,۱۸ تا ۲۲,مرد,اصفهان,اصفهان,زیر یکسال,در حال تحصیل در دوره لیسانس,"Windows (MCP, ...), Programming Languages (Java, MCP, ..)",کمتر از دو ساعت,کمتر از دو ساعت,یک,"Java, Javascript","C#, Swift, R","MS-SQL, sqlite",Windows 10,Windows Server 2016,Android,محصولات جت برین,تیره,گیت,سورس کنترل,تفاوتی ندارد,آب,"تیره, ساعت می بندم",,حداقل یک روز در میان دوش می گیرم,متال,ازدواج کرده ام,2,توسعه دهنده موبایل,شرکت های تولید نرم افزار,125,زیر یک میلیون,"عضویت باشگاه های ورزشی یا هزینه ورزش, قهوه،‌ چای و ... رایگان, برگزاری مراسم و تولدها در داخل شرکت",نیمه وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,زیر ده هزار,4,
4/1/2017 11:59:55,۳۰ تا ۳۹,مرد,تهران,تهران,سه تا هفت سال,لیسانس,,دو تا هفت ساعت,دو تا هفت ساعت,هیچ,"PHP, Visual Basic, Javascript, Assembly","Java, Python",MySQL/MariaDB,Windows 10,Linux Ubuntu,Android,محصولات جت برین,تیره,"گیت, اس وی ان",سورس کنترل,تب,چای,"پیرهن مردونه, رسمی",,سیاست برایم مهم است,"سنتی, پاپ ایرانی",ازدواج کرده ام,1,"توسعه دهنده بک اند, توسعه دهنده دسکتاپ, امنیت, مدیر شرکت / پروژه / ...",شرکت های تولید نرم افزار,25,دو تا سه و نیم میلیون,"قهوه،‌ چای و ... رایگان, پاداش بر اساس نتایج, برگزاری مراسم و تولدها در داخل شرکت, بیمه, بیمه تکمیلی",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,5,
4/1/2017 12:01:07,۳۰ تا ۳۹,مرد,خراسان رضوی,تهران,یک تا سه سال,لیسانس,,دو تا هفت ساعت,کمتر از دو ساعت,دو یا سه,"Javascript, Ruby",Python,Postgresql,Linux Ubuntu,"Linux Debian, Linux Ubuntu",Android,ایمکس,از آی دی ای استفاده نمی کنم,گیت,,اسپیس,"چای, قهوه","تی شرت, جین, پیرهن مردونه, روشن",,"بیشتر از یک نخ در روز سیگار می کشم, بیشتر از سه بار در هفته ورزش می کنم, سیاست برایم مهم است, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم","کلاسیک, سنتی, رپ",بدون رابطه ولی علاقمند به شروع رابطه,3,توسعه دهنده فرانت اند,استارتاپ,15,دو تا سه و نیم میلیون,برگزاری مراسم و تولدها در داخل شرکت,تمام وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,,3,
4/1/2017 12:01:09,۲۳ تا ۲۹,مرد,آذربایجان غربی,آذربایجان غربی,یک تا سه سال,لیسانس,,دو تا هفت ساعت,کمتر از دو ساعت,دو یا سه,SQL,Not Programming,MS-SQL,Linux Ubuntu,Linux CentOS,Java / Symbian / Maemo / ...,سابلایم,تیره,گیت,,تفاوتی ندارد,"چای, قهوه, دمنوش‌های متنوع","تی شرت, جین, اسپورت, متفاوت از اکثریت",,بیشتر از یک نخ در روز سیگار می کشم,راک,بدون رابطه و بدون علاقه به شروع,1,"مدیر سیستم, شبکه",شرکت های پشتیبانی و دیگر خدمات نرم افزار,10,زیر یک میلیون,قهوه،‌ چای و ... رایگان,پروژه ای با شرکت‌ها,اکثر مواقع دورکاری و گاهی به دفتر می روم,بین ده تا بیست و پنج,4,"به نظرم بهتر بود در مورد محیط کاری و اینکه این عامل چقدر باعث توسعه مهارت هامون میشه هم سوال می کردیم.
برای مثال من محیط کاری پویا یی ندارم.چیز خیلی جدیدی سرکار یاد نمیگیرم.اما خوب این فاکتور تو انتخاب شغل برای خیلیا میتونه مهم باشه، حتی مهم تر از حقوق و مزایا
ممنون"
4/1/2017 12:01:43,۲۳ تا ۲۹,مرد,اصفهان,اصفهان,زیر یکسال,لیسانس,,دو تا هفت ساعت,کمتر از دو ساعت,سه تا شش,"Java, Javascript",Go,"MySQL/MariaDB, sqlite",Windows 8,Linux CentOS,Android,"ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), محصولات جت برین",روشن,گیت,"سورس کنترل, بیلد سیستم ها",تب,چای,"تی شرت, روشن",,حداقل یک روز در میان دوش می گیرم,"پاپ ایرانی, پاپ خارجی, رپ",با پارتنر دائم,1,"توسعه دهنده بک اند, توسعه دهنده موبایل, مدیر سیستم, مدیر دیتابیس, تست کننده",,1,یک تا دو میلیون,,پروژه ای مستقل,شخصی کار می کنم و در محل خودم,ساعتی کار نمی کنم,4,
4/1/2017 12:07:06,۱۸ تا ۲۲,مرد,تهران,تهران,سه تا هفت سال,در حال تحصیل کاردانی,,بیشتر از چهارده ساعت,بیشتر از چهارده ساعت,بیشتر از شش,"C, C++, C#, Javascript, Ruby, Objective C, Swift, Bash, KaryScript, Orchestra, Pageman, TypeScript","Rust, Eve, Elm",MongoDB,"OS X, Linux Ubuntu",Windows Server 2016,iOS,"سابلایم, ایکس کد, Visual Studio Code, Orchestra IDE",گاهی روشن گاهی تیره,گیت,"سورس کنترل, بیلد سیستم ها, تست های خودکار, کلاود, Parser Generator",اسپیس,انواع ماء الشعیر,"تی شرت, جین, شال, تیره, گجت پوشیدنی دارم (ساعت هوشمند، ...), متفاوت از اکثریت",,سیاست برایم مهم است,"کلاسیک, پاپ خارجی, راک, بلوز, کانتری",رابطه های نا پایدار,4,"توسعه دهنده فول استک وب, توسعه دهنده دسکتاپ, طراح, تحلیلگر, مدیر شرکت / پروژه / ..., Developer Tools / Computational Software Developer","بخش دولتی, شرکت های تولید نرم افزار",10,پنج تا هفت میلیون,,پروژه ای مستقل,شخصی کار می کنم و در محل خودم,ساعتی کار نمی کنم,4,
4/1/2017 12:10:07,۳۰ تا ۳۹,مرد,تهران,تهران,هفت تا پانزده سال,لیسانس,,صفر,صفر,یک,C,C#,دیتا بیس استفاده نمیکنم,Windows 7,استفاده نمیکنم,Android,ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت),تیره,استفاده نمی کنم,,تب,چای,اسپورت,,"در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم",سنتی,بدون رابطه ولی علاقمند به شروع رابطه,1,امبدد دولوپر,استارتاپ,3,یک تا دو میلیون,"قهوه،‌ چای و ... رایگان, بیمه",تمام وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,,4,
4/1/2017 12:14:11,۲۳ تا ۲۹,مرد,خراسان رضوی,خراسان رضوی,سه تا هفت سال,لیسانس,,بیشتر از چهارده ساعت,کمتر از دو ساعت,سه تا شش,"Java, PHP, Javascript, SQL","C++, Python, Ruby, Scala, Go","No Database, MS-SQL, MySQL/MariaDB, Postgresql, sqlite, MongoDB, Redis",Linux (other),Linux Debian,Android,"سابلایم, اتم, محصولات جت برین",تیره,گیت,"سورس کنترل, کانتینرها, بیلد سیستم ها, تست های خودکار",تب,"چای, قهوه, انواع ماء الشعیر","تی شرت, جین, پیرهن مردونه, رنگی رنگی, تیره, روشن, اسپورت",,"سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم","پاپ ایرانی, رپ",ازدواج کرده ام,4,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, توسعه دهنده موبایل, توسعه دهنده فرانت اند, مدیر سیستم, طراح, تحلیلگر, مدیر شرکت / پروژه / ..., تست کننده",شرکت های تولید نرم افزار,3,یک تا دو میلیون,قهوه،‌ چای و ... رایگان,تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,بین بیست و پنج تا پنجاه,5,
