"Timestamp","در کدام محدوده سنی هستید؟","جنسیت","خودتون رو متعلق به کدوم استان می دونین؟ بچه کجایین؟ (:","استان محل کار","چند سال تجربه کار تمام وقت دارید؟","آخرین وضعیت تحصیلی","چه مدارک بین المللی ای اخذ کرده اید","چند ساعت در هفته برای یادگیری تکنولوژی‌ها، زبان ها و ... جدید وقت می گذارید؟","بیشترین یادگیری شما در کجا اتفاق می افتد؟","چند ساعت در هفته برای پروژه‌های غیرکاری ولی مرتبط با حوزه کاری خود (برنامه نویسی، وبلاگنویسی، گزارش باگ، ...) وقت می گذارید؟","در سه ماه گذشته چند کتاب [غیردرسی] خوانده اید؟","زبان‌های برنامه‌نویسی مورد استفاده شما در پروژه‌ها کدامند؟","به جز زبان‌های فعلی‌تان، دوست دارید با چه زبان برنامه ای نویسی کار کنید؟","دیتابیس‌های مورد استفاده","سیستم عامل رومیزی شما کدام است؟","سیستم عامل سرور مورد علاقه شما","و وقتی صحبت از تلفن همراه باشد...","در چه محیطی برنامه نویسی می‌کنید","تم آی دی ای","از چه سورس کنترلی استفاده می کنید؟","از کدام تکنولوزی ها استفاده می کنید","کدام سرویس برای شما بسیار پر استفاده است؟","تب یا اسپیس؟","نوشیدنی‌های مورد علاقه شما چیست؟","تیپ ","تغییر در بدن؟","کدام‌ها در مورد شما صدق می‌کند","سبک موسیقی","وضعیت رابطه","به طور معمول چند دیوایس دیجیتال با خودتان حمل می کنید (شامل لپ تاپ، پخش کننده موزیک، موبایل،‌ کتابخوان، ...)","حوزه کاری شما چیست","نوع شرکت شما کدام است؟","تعداد مجموع کارمندان شرکت (در صورتی که انفرادی کار می کنید: 1)","متوسط درآمد ماهیانه شما (به تومان)","محل کار چه خدماتی بیشتر از حقوق ارائه می دهد","چگونه کار می کنید؟","شیوه کار شما کدام است؟","در صورتی که ساعتی کار می کنید، حقوق ساعتی شما چقدر است؟ (تومان)","چقدر از کاری که انتخاب کرده اید راضی هستید؟","آیا برنامه نویسی یا مدیریت سیستم‌ها شغل اصلی شماست؟"
"2018/02/13 12:22:56 PM GMT+4:30","۲۳ تا ۲۹","مرد","تهران","تهران","هفت تا پانزده سال","فوق لیسانس","Linux (LPIC, ...);Programming Languages (Java, MCP, ..)","هفت تا چهارده ساعت","ویدئوهای مستقل آموزشی;یادگیری از طریق انجام پروژه","کمتر از دو ساعت","دو یا سه","Java;Python;PHP;Javascript;Bash","C++;C#;Swift;Go","MySQL/MariaDB;sqlite;MongoDB;Redis","OS X;Linux Arch","Linux CentOS;Linux Debian;Linux Ubuntu","Android;iOS","ایکس کد;محصولات جت برین","تیره","گیت","سورس کنترل;کانتینرها","استک اورفلو;تودولیست‌ها;تلگرام برای کنترل پروژه;اسلک","تب","چای سیاه;آب","پیرهن مردونه;رسمی;گجت پوشیدنی دارم (ساعت هوشمند، ...)","","بیشتر از یک نخ در روز سیگار می کشم;به شکل مرتب نماز می‌خونم;سیاست برایم مهم است;حداقل یک روز در میان دوش می گیرم","کلاسیک;راک;بلوز","با پارتنر دائم","3","توسعه دهنده فول استک وب","شرکت های تولید نرم افزار;استارتاپ","6","دو تا سه و نیم میلیون","ناهار رایگان;قهوه،‌ چای و ... رایگان;خوراکی و اسنک‌های رایگان داخل شرکت;کارت هدیه و کارت خرید;بیمه;بیمه تکمیلی","تمام وقت خصوصی (شامل استارتاپ‌های جا افتاده)","تمام وقت‌های کاری را در دفتر هستم","","5","بله"
"2018/02/13 12:23:38 PM GMT+4:30","۲۳ تا ۲۹","مرد","سمنان","فارس","سه تا هفت سال","در حال تحصیل کاردانی","","دو تا هفت ساعت","سایت‌های آموزش آنلاین خارجی;کتاب / خودآموزهای متنی;یادگیری از طریق انجام پروژه","کمتر از دو ساعت","دو یا سه","Python;PHP","C;C++","MySQL/MariaDB;sqlite;MongoDB","Linux Ubuntu;Linux Debian;Linux (other)","Linux CentOS;Linux Debian;Linux Ubuntu","Phone? I dont carry a phone!","سابلایم","تیره","گیت","سورس کنترل;بیلد سیستم ها;تست های خودکار;هوش مصنوعی","استک اورفلو","هان؟","چای سیاه;قهوه;انرژی زا;نوشیدنی‌های الکلی","تی شرت","پیرسینگ گوش","بیشتر از یک نخ در روز سیگار می کشم;اهل فیلم و سریال هستم;طبیعت را دوست دارم;خودم رو گیک می دونم","کلاسیک;متال;راک","رابطه های نا پایدار","2","توسعه دهنده فول استک وب","شرکت های تولید نرم افزار;استارتاپ","10","سه و نیم تا پنج میلیون","","پروژه ای مستقل","اکثر مواقع دورکاری و گاهی به دفتر می روم","بین بیست و پنج تا پنجاه","5","بله"
"2018/02/13 12:23:43 PM GMT+4:30","۱۸ تا ۲۲","مرد","اصفهان","اصفهان","زیر یکسال","در حال تحصیل در دوره لیسانس","","دو تا هفت ساعت","ویدئوهای مستقل آموزشی;یادگیری از طریق انجام پروژه","دو تا هفت ساعت","یک","Python","Javascript","","OS X","Linux Ubuntu","Android","محصولات جت برین","تیره","گیت","","استک اورفلو","تب","چای سیاه","پیرهن مردونه","","به شکل مرتب نماز می‌خونم;در رابطه نیستم ولی دوست داشتم بودم;حداقل یک روز در میان دوش می گیرم","سنتی","بدون رابطه ولی علاقمند به شروع رابطه","3","توسعه دهنده فول استک وب","استارتاپ"," 4","زیر یک میلیون","قهوه،‌ چای و ... رایگان","نیمه وقت خصوصی (شامل استارتاپ‌های جا افتاده)","","بین ده تا بیست و پنج","3","بله"
"2018/02/13 12:23:51 PM GMT+4:30","۲۳ تا ۲۹","مرد","تهران","تهران","یک تا سه سال","لیسانس","","دو تا هفت ساعت","سایت‌های آموزش آنلاین خارجی;ویدئوهای مستقل آموزشی","دو تا هفت ساعت","یک","Python;Javascript","","","Windows 10","","Android","سابلایم","تیره","استفاده نمی کنم","","استک اورفلو;تلگرام برای کنترل پروژه","تب","چای سیاه;چای سبز;قهوه;دمنوش‌های متنوع;انواع ماء الشعیر;آب","تی شرت;جین;گجت پوشیدنی دارم (ساعت هوشمند، ...);اسپورت","","در رابطه نیستم ولی دوست داشتم بودم;مینیمالیست هستم و سعی می‌کنم زندگی را پیچیده نکنم;به شکل مرتب بازی‌های کامپیوتری می‌کنم;اهل فیلم و سریال هستم;طبیعت را دوست دارم;خودم رو گیک می دونم","پاپ خارجی;easy listening;الکترونیک دنس","بدون رابطه ولی علاقمند به شروع رابطه","3","توسعه دهنده فول استک وب","","1","یک تا دو میلیون","","پروژه ای مستقل","شخصی کار می کنم و در محل خودم","ساعتی کار نمی کنم","4","بله"
"2018/02/13 12:23:53 PM GMT+4:30","۲۳ تا ۲۹","زن","تهران","تهران","یک تا سه سال","در حال تحصیل در دوره لیسانس","","کمتر از دو ساعت","ویدئوهای مستقل آموزشی;یادگیری از طریق انجام پروژه","دو تا هفت ساعت","سه تا شش","C++;PHP;Javascript","Python;Swift;Go","MS-SQL;MySQL/MariaDB;sqlite","OS X;Linux Ubuntu","Linux Ubuntu","Android;iOS","vscode","تیره","گیت;تی اف اس","سورس کنترل","استک اورفلو;ابزارهای مدیریت پروژه مایکروسافت","تب","چای سبز;قهوه;دمنوش‌های متنوع;آب","روشن;گجت پوشیدنی دارم (ساعت هوشمند، ...);ساعت می بندم","","حیوان خانگی دارم;اهل فیلم و سریال هستم;خودم رو گیک می دونم","","با پارتنر دائم","1","توسعه دهنده فول استک وب;توسعه دهنده بک اند;توسعه دهنده موبایل;توسعه دهنده فرانت اند","شرکت های تولید نرم افزار;استارتاپ","150","دو تا سه و نیم میلیون","قهوه،‌ چای و ... رایگان;برگزاری مراسم و تولدها در داخل شرکت;لپ تاپ;بیمه;بیمه تکمیلی","نیمه وقت خصوصی (شامل استارتاپ‌های جا افتاده)","اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم","ساعتی کار نمی کنم","4","بله"
"2018/02/13 12:24:06 PM GMT+4:30","۲۳ تا ۲۹","مرد","مازندران","مازندران","زیر یکسال","لیسانس","","کمتر از دو ساعت","سایت‌های آموزش آنلاین خارجی","کمتر از دو ساعت","دو یا سه","Python","Javascript;Ruby;Bash","Postgresql;sqlite","Linux Ubuntu","Linux Ubuntu","Android","اتم;محصولات جت برین","تیره","گیت","سورس کنترل","استک اورفلو;ترلو","تب","قهوه;انواع ماء الشعیر;نوشیدنی‌های الکلی","تی شرت;جین;اسپورت","","طبیعت را دوست دارم","رپ","با کامپیوتر/اینترنت/برنامه نویسی/سیستم عامل/... در رابطه ام","2","توسعه دهنده بک اند;مدیر سیستم;مدیر دیتابیس;مدیر شرکت / پروژه / ...","استارتاپ","20","زیر یک میلیون","قهوه،‌ چای و ... رایگان","استارتاپ خودم","شخصی کار می کنم و در محل خودم","ساعتی کار نمی کنم","4","بله"
"2018/02/13 12:24:07 PM GMT+4:30","۳۰ تا ۳۹","مرد","اصفهان","تهران","هفت تا پانزده سال","لیسانس","","کمتر از دو ساعت","سایت‌های آموزش آنلاین خارجی;سایت‌های آموزش آنلاین داخلی;ویدئوهای مستقل آموزشی;یادگیری از طریق انجام پروژه","کمتر از دو ساعت","هیچ","C#;PHP;Javascript;SQL","Java;Python","MS-SQL;MySQL/MariaDB","Windows 10","Linux CentOS","Android","ویژوال استودیو;ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت);محصولات جت برین","تیره","گیت","سورس کنترل","استک اورفلو;ترلو;تلگرام برای کنترل پروژه","اسپیس","چای سیاه;چای سبز;قهوه;آب","تی شرت;جین;پیرهن مردونه","","حیوان خانگی دارم;سیاست برایم مهم است;اهل فیلم و سریال هستم;طبیعت را دوست دارم;خودم رو گیک می دونم","پاپ ایرانی","ازدواج کرده ام","2","توسعه دهنده فول استک وب","استارتاپ","1","سه و نیم تا پنج میلیون","لپ تاپ;بیمه","پروژه ای با شرکت‌ها","اکثر مواقع دورکاری و گاهی به دفتر می روم","بین بیست و پنج تا پنجاه","3","بله"
"2018/02/13 12:24:09 PM GMT+4:30","۲۳ تا ۲۹","مرد","اصفهان","اصفهان","یک تا سه سال","لیسانس","","بیشتر از چهارده ساعت","سایت‌های آموزش آنلاین خارجی;ویدئوهای مستقل آموزشی;یادگیری از طریق انجام پروژه","دو تا هفت ساعت","هیچ","Javascript;Go","Bash","MongoDB;Other NoSQLs (couch, raven, ...)","OS X","Linux Debian","Android","vscode","گاهی روشن گاهی تیره","گیت","سورس کنترل;کانتینرها;بیلد سیستم ها;تست های خودکار;ویکی‌های مربوط به پروژه","استک اورفلو;اسلک;ابزارهای مدیریت پروژه اتلسین","تب","آب","تی شرت;جین;روشن;ساعت می بندم","","به شکل مرتب نماز می‌خونم;بیشتر از سه بار در هفته ورزش می کنم;در رابطه نیستم ولی دوست داشتم بودم;حداقل یک روز در میان دوش می گیرم;طبیعت را دوست دارم","پاپ ایرانی;پاپ خارجی","بدون رابطه ولی علاقمند به شروع رابطه","2","توسعه دهنده فول استک وب;توسعه دهنده فرانت اند","شرکت های خارجی","2","دو تا سه و نیم میلیون","","شرکت های خارجی","دورکاری کامل","بین ده تا بیست و پنج","4","بله"
"2018/02/13 12:24:10 PM GMT+4:30","۲۳ تا ۲۹","مرد","فارس","فارس","زیر یکسال","لیسانس","Linux (LPIC, ...);Programming Languages (Java, MCP, ..)","بیشتر از چهارده ساعت","سایت‌های آموزش آنلاین خارجی;کلاس‌های فیزیکی;یادگیری از طریق انجام پروژه","بیشتر از چهارده ساعت","دو یا سه","Python;PHP;Javascript","Python","sqlite;MongoDB;Redis","Linux Fedora","Linux CentOS","Phone? I dont carry a phone!","محصولات جت برین","تیره","گیت","کانتینرها","استک اورفلو;ردماین;تلگرام برای کنترل پروژه","تب","نوشیدنی‌های الکلی;آب","تی شرت;تیره;اسپورت","","بیشتر از یک نخ در روز سیگار می کشم;بیشتر از سه بار در هفته ورزش می کنم;حداقل یک روز در میان دوش می گیرم","پاپ خارجی;رپ;کانتری","با کامپیوتر/اینترنت/برنامه نویسی/سیستم عامل/... در رابطه ام","","توسعه دهنده فول استک وب","شرکت های تولید نرم افزار","10","زیر یک میلیون","قهوه،‌ چای و ... رایگان","تمام وقت خصوصی (شامل استارتاپ‌های جا افتاده)","اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم","","3","خیر"
"2018/02/13 12:24:12 PM GMT+4:30","۳۰ تا ۳۹","مرد","آذربایجان شرقی","تهران","هفت تا پانزده سال","لیسانس","","کمتر از دو ساعت","سایت‌های آموزش آنلاین خارجی;ویدئوهای مستقل آموزشی","کمتر از دو ساعت","یک","C#;Javascript;SQL","Python;Ruby","MS-SQL;Redis","Windows 10","Windows Server 2016","Android","ویژوال استودیو","روشن","تی اف اس","سورس کنترل;ویکی‌های مربوط به پروژه","استک اورفلو","تب","چای سیاه;قهوه;دمنوش‌های متنوع","تی شرت;جین;روشن;گجت پوشیدنی دارم (ساعت هوشمند، ...)","","بیشتر از سه بار در هفته ورزش می کنم;سیاست برایم مهم است;حداقل یک روز در میان دوش می گیرم;مینیمالیست هستم و سعی می‌کنم زندگی را پیچیده نکنم;اهل فیلم و سریال هستم;طبیعت را دوست دارم;خودم رو گیک می دونم","کلاسیک;پاپ خارجی;easy listening;دامبول","ازدواج کرده ام","2","توسعه دهنده فول استک وب;طراح","شرکت های تولید نرم افزار","290","دو تا سه و نیم میلیون","قهوه،‌ چای و ... رایگان;پاداش بر اساس نتایج;برگزاری مراسم و تولدها در داخل شرکت;بیمه;بیمه تکمیلی","تمام وقت خصوصی (شامل استارتاپ‌های جا افتاده)","تمام وقت‌های کاری را در دفتر هستم","ساعتی کار نمی کنم","4","بله"
"2018/02/13 12:24:15 PM GMT+4:30","۱۸ تا ۲۲","مرد","مازندران","مازندران","زیر یکسال","در حال تحصیل در دوره لیسانس","","دو تا هفت ساعت","سایت‌های آموزش آنلاین خارجی;سایت‌های آموزش آنلاین داخلی","دو تا هفت ساعت","دو یا سه","PHP","Javascript;SQL","No Database","Windows 10","Linux Ubuntu","Android","محصولات جت برین","تیره","استفاده نمی کنم","","استک اورفلو;فروم‌های ایرانی","تفاوتی ندارد","قهوه;نوشابه","جین;پیرهن مردونه;روشن;ساعت می بندم","","بیشتر از سه بار در هفته ورزش می کنم;در رابطه نیستم ولی دوست داشتم بودم;مینیمالیست هستم و سعی می‌کنم زندگی را پیچیده نکنم;اهل فیلم و سریال هستم;طبیعت را دوست دارم;خودم رو گیک می دونم","پاپ ایرانی","بدون رابطه ولی علاقمند به شروع رابطه","2","توسعه دهنده بک اند","استارتاپ","1","زیر یک میلیون","","استارتاپ خودم","","","4","خیر"
"2018/02/13 12:24:25 PM GMT+4:30","۲۳ تا ۲۹","مرد","تهران","تهران","سه تا هفت سال","لیسانس","Windows (MCP, ...);Programming Languages (Java, MCP, ..)","دو تا هفت ساعت","کتاب / خودآموزهای متنی;ویدئوهای مستقل آموزشی","دو تا هفت ساعت","دو یا سه","Python;Javascript;SQL;Lua","Swift;Scala","MySQL/MariaDB;MongoDB;Redis","Windows 10","Linux CentOS","Android;iOS;Dumb phones (1100, ...)","سابلایم","تیره","گیت","سورس کنترل;بیلد سیستم ها;تست های خودکار;ویکی‌های مربوط به پروژه","استک اورفلو;ترلو;ردماین;تلگرام برای کنترل پروژه","تب","چای سیاه;دمنوش‌های متنوع;انرژی زا;نوشابه;انواع ماء الشعیر","تی شرت;جین;ساعت می بندم;متفاوت از اکثریت","","بیشتر از سه بار در هفته ورزش می کنم;حداقل یک روز در میان دوش می گیرم;مینیمالیست هستم و سعی می‌کنم زندگی را پیچیده نکنم;طبیعت را دوست دارم;خودم رو گیک می دونم","رپ;الکترونیک دنس","با کامپیوتر/اینترنت/برنامه نویسی/سیستم عامل/... در رابطه ام","2","توسعه دهنده موبایل;بازی سازی;مدیر شرکت / پروژه / ...;مستند سازی","استارتاپ","14","دو تا سه و نیم میلیون","قهوه،‌ چای و ... رایگان;خوراکی و اسنک‌های رایگان داخل شرکت;برگزاری مراسم و تولدها در داخل شرکت;بیمه","تمام وقت خصوصی (شامل استارتاپ‌های جا افتاده)","تمام وقت‌های کاری را در دفتر هستم","بین ده تا بیست و پنج","3","بله"
"2018/02/13 12:24:37 PM GMT+4:30","۲۳ تا ۲۹","مرد","تهران","تهران","زیر یکسال","در حال تحصیل در فوق لیسانس","","هفت تا چهارده ساعت","سایت‌های آموزش آنلاین خارجی;ویدئوهای مستقل آموزشی","کمتر از دو ساعت","بیشتر از شش","Java;Python;PHP;Matlab;SQL","Javascript","MySQL/MariaDB","Windows 10;Linux Ubuntu","Linux Ubuntu","Android","اتم;محصولات جت برین","گاهی روشن گاهی تیره","گیت","سورس کنترل;ویکی‌های مربوط به پروژه;هوش مصنوعی","استک اورفلو;ترلو;تودولیست‌ها","تب","قهوه","تی شرت;جین;تیره;ساعت می بندم","","بیشتر از سه بار در هفته ورزش می کنم;سیاست برایم مهم است;به شکل مرتب بازی‌های کامپیوتری می‌کنم;اهل فیلم و سریال هستم;خودم رو گیک می دونم","کلاسیک;متال;راک;رپ","با پارتنر دائم","2","توسعه دهنده فول استک وب;توسعه دهنده موبایل;توسعه دهنده فرانت اند;بازی سازی;طراح","شرکت های تولید نرم افزار;استارتاپ","2","زیر یک میلیون","","استارتاپ خودم","اکثر مواقع دورکاری و گاهی به دفتر می روم","ساعتی کار نمی کنم","4","بله"
"2018/02/13 12:24:39 PM GMT+4:30","۲۳ تا ۲۹","مرد","تهران","تهران","سه تا هفت سال","در حال تحصیل در فوق لیسانس","","دو تا هفت ساعت","سایت‌های آموزش آنلاین خارجی;کتاب / خودآموزهای متنی;ویدئوهای مستقل آموزشی;یادگیری از طریق انجام پروژه","دو تا هفت ساعت","هیچ","Python;PHP;Matlab","C;C++;Javascript;Go","MySQL/MariaDB","OS X;Linux Ubuntu","Linux Debian","Android","ویژوال استودیو;اتم","تیره","گیت","سورس کنترل;کانتینرها;بیلد سیستم ها;تست های خودکار","استک اورفلو;ترلو;اسلک","تب","چای سیاه","پیرهن مردونه;رسمی","","به شکل مرتب نماز می‌خونم;در رابطه نیستم ولی دوست داشتم بودم;حداقل یک روز در میان دوش می گیرم;خودم رو گیک می دونم","پاپ ایرانی;پاپ خارجی","بدون رابطه ولی علاقمند به شروع رابطه","2","توسعه دهنده بک اند;مدیر سیستم","شرکت های تولید نرم افزار","5","سه و نیم تا پنج میلیون","قهوه،‌ چای و ... رایگان","نیمه وقت خصوصی (شامل استارتاپ‌های جا افتاده)","تمام وقت‌های کاری را در دفتر هستم","بین ده تا بیست و پنج","5","بله"
"2018/02/13 12:25:14 PM GMT+4:30","۳۰ تا ۳۹","مرد","البرز","تهران","هفت تا پانزده سال","لیسانس","PSM","دو تا هفت ساعت","سایت‌های آموزش آنلاین خارجی;یادگیری از طریق انجام پروژه","کمتر از دو ساعت","دو یا سه","C#;Visual Basic;Javascript;SQL;node.js","R;Scala","MongoDB;Redis","Windows 10","Linux CentOS;Linux Ubuntu","Android","Visual Studio Code","تیره","گیت;اس وی ان","سورس کنترل;بیلد سیستم ها;کلاود;هوش مصنوعی","استک اورفلو","تب","چای سیاه;دمنوش‌های متنوع;انواع ماء الشعیر","پیرهن مردونه;تیره;اسپورت","","سیاست برایم مهم است;حداقل یک روز در میان دوش می گیرم;مینیمالیست هستم و سعی می‌کنم زندگی را پیچیده نکنم;اهل فیلم و سریال هستم;خودم رو گیک می دونم","کلاسیک;سنتی;متال;راک;بلوز;کانتری","ازدواج کرده ام","2","توسعه دهنده فول استک وب;تحلیلگر;مدیر شرکت / پروژه / ...","شرکت های تولید نرم افزار;شرکت های ارائه دهنده سرویس های مختلف;استارتاپ","5","سه و نیم تا پنج میلیون","عضویت باشگاه های ورزشی یا هزینه ورزش;قهوه،‌ چای و ... رایگان;خوراکی و اسنک‌های رایگان داخل شرکت;کارت هدیه و کارت خرید;لپ تاپ;بیمه;بیمه تکمیلی","نیمه وقت خصوصی (شامل استارتاپ‌های جا افتاده)","اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم","بین ده تا بیست و پنج","4","بله"
"2018/02/13 12:25:18 PM GMT+4:30","۲۳ تا ۲۹","مرد","کردستان","کردستان","یک تا سه سال","کاردانی","","دو تا هفت ساعت","سایت‌های آموزش آنلاین خارجی","کمتر از دو ساعت","یک","Javascript","Python;PHP","firebase","Linux Ubuntu","Linux Ubuntu","Android","محصولات جت برین","تیره","گیت","سورس کنترل","استک اورفلو;ترلو;تودولیست‌ها;اسلک;ابزارهای مدیریت پروژه اتلسین","تب","چای سیاه;آب","جین;پیرهن مردونه","","به شکل مرتب نماز می‌خونم;سیاست برایم مهم است;حداقل یک روز در میان دوش می گیرم;مینیمالیست هستم و سعی می‌کنم زندگی را پیچیده نکنم;اهل فیلم و سریال هستم;طبیعت را دوست دارم;خودم رو گیک می دونم","کلاسیک;سنتی;پاپ ایرانی","ازدواج کرده ام","1","توسعه دهنده فرانت اند","شرکت های تولید نرم افزار;شرکت های ارائه دهنده سرویس های مختلف;استارتاپ","3","زیر یک میلیون","","استارتاپ خودم","تمام وقت‌های کاری را در دفتر هستم","","5","بله"
"2018/02/13 12:25:19 PM GMT+4:30","۲۳ تا ۲۹","مرد","قم","قم","زیر یکسال","لیسانس","Programming Languages (Java, MCP, ..)","کمتر از دو ساعت","یادگیری از طریق انجام پروژه","کمتر از دو ساعت","دو یا سه","C++;PHP;Javascript;SQL","Java;Python","MySQL/MariaDB;MongoDB","Windows 10","Windows Server 2016","Android","ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت)","روشن","گیت","سورس کنترل","استک اورفلو","هان؟","چای سیاه;آب","پیرهن مردونه","","به شکل مرتب نماز می‌خونم;بیشتر از سه بار در هفته ورزش می کنم;سیاست برایم مهم است;اهل فیلم و سریال هستم;خودم رو گیک می دونم","سنتی;پاپ ایرانی","با کامپیوتر/اینترنت/برنامه نویسی/سیستم عامل/... در رابطه ام","3","توسعه دهنده بک اند;توسعه دهنده فرانت اند","شرکت های تولید نرم افزار;استارتاپ","5","یک تا دو میلیون","قهوه،‌ چای و ... رایگان","پروژه ای مستقل","شخصی کار می کنم و در محل خودم","","3",""
"2018/02/13 12:25:22 PM GMT+4:30","۱۸ تا ۲۲","زن","سمنان","تهران","زیر یکسال","لیسانس","","دو تا هفت ساعت","سایت‌های آموزش آنلاین خارجی","دو تا هفت ساعت","دو یا سه","Python;Scala","Go","Postgresql","Linux Debian","","Android","سابلایم;اتم;محصولات جت برین","تیره","گیت","بیگ دیتا","استک اورفلو","تب","آب","شال;رنگی رنگی;ساعت می بندم","","حداقل یک روز در میان دوش می گیرم;اهل فیلم و سریال هستم;طبیعت را دوست دارم","کلاسیک;سنتی","با پارتنر دائم","3","توسعه دهنده بک اند;توسعه دهنده بات های تلگرامی","شرکت های تولید نرم افزار;شرکت های ارائه دهنده سرویس های مختلف","50","یک تا دو میلیون","قهوه،‌ چای و ... رایگان;پاداش بر اساس نتایج;سفر، اردو، برنامه های تفریحی خارج شرکت به خرج شرکت;لپ تاپ;بیمه","تمام وقت دولتی با استخدام غیردائم","تمام وقت‌های کاری را در دفتر هستم","","4","بله"
"2018/02/13 12:25:40 PM GMT+4:30","۱۸ تا ۲۲","مرد","تهران","تهران","یک تا سه سال","در حال تحصیل در دوره لیسانس","","کمتر از دو ساعت","سایت‌های آموزش آنلاین خارجی;کلاس‌های فیزیکی","صفر","دو یا سه","Java;C#;Python;Javascript","Javascript;Scala;Go","MS-SQL;MySQL/MariaDB;Oracle;sqlite","Windows 10;Linux Ubuntu","Linux Ubuntu;ibm aix","Android;Java / Symbian / Maemo / ...","netbeans","گاهی روشن گاهی تیره","گیت;اس وی ان","","استک اورفلو","اسپیس","چای سیاه;قهوه","تی شرت;جین;رنگی رنگی;گجت پوشیدنی دارم (ساعت هوشمند، ...);ساعت می بندم;اسپورت","","بیشتر از سه بار در هفته ورزش می کنم;حیوان خانگی دارم;در رابطه نیستم ولی دوست داشتم بودم;حداقل یک روز در میان دوش می گیرم;اهل فیلم و سریال هستم;خودم رو گیک می دونم","پاپ ایرانی;پاپ خارجی;کانتری","بدون رابطه ولی علاقمند به شروع رابطه","4","توسعه دهنده فول استک وب;توسعه دهنده بک اند;توسعه دهنده دسکتاپ;مدیر سیستم;مدیر دیتابیس;تست کننده","شرکت های تولید نرم افزار","7","زیر یک میلیون","بیمه","نیمه وقت خصوصی (شامل استارتاپ‌های جا افتاده)","تمام وقت‌های کاری را در دفتر هستم","ساعتی کار نمی کنم","3","بله"
